"","Park.Name","Area","Latitude","Longitude","Category","Order","Family","Scientific.Name","Conservation.Status"
"470","Pinnacles National Park",26606,36.48,-121.16,"Mammal","Chiroptera","Vespertilionidae","Pipistrellus hesperus","Species of Concern"
"471","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Molossidae","Tadarida brasiliensis","Least Concern"
"472","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Antrozous pallidus","Species of Concern"
"473","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Corynorhinus townsendii","Least Concern"
"474","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"475","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Euderma maculatum","Species of Concern"
"476","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"477","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Lasiurus borealis","Least Concern"
"478","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"479","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Myotis","Least Concern"
"480","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Myotis californicus","Species of Concern"
"481","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"482","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolbrum","Least Concern"
"483","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"484","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"485","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes","Species of Concern"
"486","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"487","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Myotis yumanensis","Species of Concern"
"488","Redwood National Park",112512,41.3,-124,"Mammal","Chiroptera","Vespertilionidae","Pipistrellus hesperus","Species of Concern"
"489","Rocky Mountain National Park",265828,40.4,-105.58,"Mammal","Chiroptera","Molossidae","Tadarida brasiliensis","Least Concern"
"490","Rocky Mountain National Park",265828,40.4,-105.58,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"491","Rocky Mountain National Park",265828,40.4,-105.58,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"492","Rocky Mountain National Park",265828,40.4,-105.58,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"493","Rocky Mountain National Park",265828,40.4,-105.58,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"494","Rocky Mountain National Park",265828,40.4,-105.58,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"495","Rocky Mountain National Park",265828,40.4,-105.58,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"496","Rocky Mountain National Park",265828,40.4,-105.58,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"497","Rocky Mountain National Park",265828,40.4,-105.58,"Mammal","Chiroptera","Vespertilionidae","Plecotus townsendii","Least Concern"
"498","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Antrozous pallidus pallidus","Least Concern"
"499","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Corynorhinus rafinesquii pallescans","Least Concern"
"500","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Molossidae","Nyctinomops femorosaccus","Species of Concern"
"501","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Molossidae","Tadarida","Least Concern"
"502","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Molossidae","Tadarida brasiliensis","Least Concern"
"503","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Phyllostomidae","Choeronycteris mexicana","Species of Concern"
"504","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Phyllostomidae","Leptonycteris curasoae","Least Concern"
"505","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Phyllostomidae","Leptonycteris nivalis","Endangered"
"506","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Phyllostomidae","Leptonycteris yerbabuenae","Least Concern"
"507","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Phyllostomidae","Macrotus californicus","Species of Concern"
"508","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Antrozous pallidus","Species of Concern"
"509","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"510","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"511","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Lasiurus blossevillii","Species of Concern"
"512","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"513","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis","Least Concern"
"514","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis auriculus","Least Concern"
"515","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis californicus","Species of Concern"
"516","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"517","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis leibii","Species of Concern"
"518","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"519","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes","Species of Concern"
"520","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis velifer","Species of Concern"
"521","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"522","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis yumanensis","Species of Concern"
"523","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Pipistrellus hesperus","Species of Concern"
"524","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Plecotus rafinesquii","Species of Concern"
"525","Saguaro National Park",91440,32.25,-110.5,"Mammal","Chiroptera","Vespertilionidae","Plecotus townsendii","Least Concern"
"526","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Molossidae","Eumops perotis","Least Concern"
"527","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Molossidae","Tadarida brasiliensis","Least Concern"
"528","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Antrozous pallidus","Species of Concern"
"529","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"530","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Euderma maculatum","Species of Concern"
"531","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"532","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Lasiurus blossevillii","Species of Concern"
"533","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"534","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Myotis californicus","Species of Concern"
"535","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"536","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"537","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"538","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes","Species of Concern"
"539","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"540","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Myotis yumanensis","Species of Concern"
"541","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Pipistrellus hesperus","Species of Concern"
"542","Sequoia and Kings Canyon National Parks",865952,36.43,-118.68,"Mammal","Chiroptera","Vespertilionidae","Plecotus townsendii","Least Concern"
"543","Shenandoah National Park",199045,38.53,-78.35,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"544","Shenandoah National Park",199045,38.53,-78.35,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"545","Shenandoah National Park",199045,38.53,-78.35,"Mammal","Chiroptera","Vespertilionidae","Lasiurus borealis","Least Concern"
"546","Shenandoah National Park",199045,38.53,-78.35,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"547","Shenandoah National Park",199045,38.53,-78.35,"Mammal","Chiroptera","Vespertilionidae","Myotis leibii","Species of Concern"
"548","Shenandoah National Park",199045,38.53,-78.35,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"549","Shenandoah National Park",199045,38.53,-78.35,"Mammal","Chiroptera","Vespertilionidae","Myotis septentrionalis","Threatened"
"550","Shenandoah National Park",199045,38.53,-78.35,"Mammal","Chiroptera","Vespertilionidae","Myotis sodalis","Endangered"
"551","Shenandoah National Park",199045,38.53,-78.35,"Mammal","Chiroptera","Vespertilionidae","Perimyotis subflavus","Least Concern"
"552","Theodore Roosevelt National Park",70447,46.97,-103.45,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"553","Theodore Roosevelt National Park",70447,46.97,-103.45,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"554","Theodore Roosevelt National Park",70447,46.97,-103.45,"Mammal","Chiroptera","Vespertilionidae","Lasiurus borealis","Least Concern"
"555","Theodore Roosevelt National Park",70447,46.97,-103.45,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"556","Theodore Roosevelt National Park",70447,46.97,-103.45,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"557","Theodore Roosevelt National Park",70447,46.97,-103.45,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"558","Theodore Roosevelt National Park",70447,46.97,-103.45,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"559","Theodore Roosevelt National Park",70447,46.97,-103.45,"Mammal","Chiroptera","Vespertilionidae","Myotis septentrionalis","Threatened"
"560","Theodore Roosevelt National Park",70447,46.97,-103.45,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"561","Voyageurs National Park",218200,48.5,-92.88,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"562","Voyageurs National Park",218200,48.5,-92.88,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"563","Voyageurs National Park",218200,48.5,-92.88,"Mammal","Chiroptera","Vespertilionidae","Lasiurus borealis","Least Concern"
"564","Voyageurs National Park",218200,48.5,-92.88,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"565","Voyageurs National Park",218200,48.5,-92.88,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"566","Voyageurs National Park",218200,48.5,-92.88,"Mammal","Chiroptera","Vespertilionidae","Myotis septentrionalis","Threatened"
"567","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Corynorhinus townsendii","Least Concern"
"568","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"569","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"570","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Lasiurus borealis","Least Concern"
"571","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"572","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"573","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"574","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"575","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Myotis septentrionalis","Threatened"
"576","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Myotis septentrionalis septentrionalis","Least Concern"
"577","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes","Species of Concern"
"578","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes pahasapensis","Species of Concern"
"579","Wind Cave National Park",28295,43.57,-103.48,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"580","Wrangell - St Elias National Park and Preserve",8323148,61,-142,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"581","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Antrozous pallidus","Species of Concern"
"582","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Corynorhinus townsendii","Least Concern"
"583","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"584","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Euderma maculatum","Species of Concern"
"585","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"586","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"587","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis californicus","Species of Concern"
"588","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"589","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"590","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"591","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes","Species of Concern"
"592","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"593","Yellowstone National Park",2219791,44.6,-110.5,"Mammal","Chiroptera","Vespertilionidae","Myotis yumanensis","Species of Concern"
"594","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Molossidae","Eumops perotis","Least Concern"
"595","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Molossidae","Tadarida brasiliensis","Least Concern"
"596","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Antrozous pallidus","Species of Concern"
"597","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Corynorhinus townsendii","Least Concern"
"598","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"599","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Euderma maculatum","Species of Concern"
"600","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"601","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Lasiurus blossevillii","Species of Concern"
"602","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"603","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis californicus","Species of Concern"
"604","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"605","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"606","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"607","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes","Species of Concern"
"608","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"609","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Myotis yumanensis","Species of Concern"
"610","Yosemite National Park",761266,37.83,-119.5,"Mammal","Chiroptera","Vespertilionidae","Parastrellus hesperus","Least Concern"
"611","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Molossidae","Eumops perotis","Least Concern"
"612","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Molossidae","Nyctinomops macrotis","Species of Concern"
"613","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Molossidae","Tadarida brasiliensis","Least Concern"
"614","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Phyllostomidae","Macrotus californicus","Species of Concern"
"615","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Antrozous pallidus","Species of Concern"
"616","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Corynorhinus townsendii","Least Concern"
"617","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Eptesicus fuscus","Species of Concern"
"618","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Euderma maculatum","Species of Concern"
"619","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Idionycteris phyllotis","Species of Concern"
"620","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Lasionycteris noctivagans","Species of Concern"
"621","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Lasiurus blossevillii","Species of Concern"
"622","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Lasiurus cinereus","Least Concern"
"623","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis californicus","Species of Concern"
"624","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis ciliolabrum","Least Concern"
"625","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis evotis","Species of Concern"
"626","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis lucifugus","Species of Concern"
"627","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis thysanodes","Species of Concern"
"628","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis volans","Species of Concern"
"629","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Myotis yumanensis","Species of Concern"
"630","Zion National Park",146598,37.3,-113.05,"Mammal","Chiroptera","Vespertilionidae","Pipistrellus hesperus","Species of Concern"
